,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,SC01Q01,SC02Q01,SC02Q02,SC02Q03,SC02Q04,SC03Q01,SC04Q01,SC05Q01,SC07Q01,SC07Q02,SC09Q11,SC09Q12,SC09Q21,SC09Q22,SC09Q31,SC09Q32,SC10Q11,SC10Q12,SC10Q61,SC10Q62,SC10Q21,SC10Q22,SC10Q41,SC10Q42,SC10Q51,SC10Q52,SC11Q01,SC11Q02,SC11Q03,SC13Q01,SC13Q02,SC13Q03,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,SC14Q11,SC14Q12,SC14Q13,SC15Q01,SC15Q02,SC15Q03,SC15Q04,SC16Q01,SC16Q02,SC16Q03,SC16Q04,SC16Q05,SC16Q06,SC16Q07,SC16Q08,SC16Q09,SC16Q10,SC16Q11,SC18Q01,SC18Q02,SC18Q03,SC18Q04,SC18Q05,SC18Q06,SC18Q07,SC18Q08,SC19Q01,SC19Q02,SC20Q01,SC21Q05,SC22Q01,SC22Q02,SC22Q03,SC22Q04,SC22Q05,SC22Q06,SC22Q07,SC22Q08,SC22Q09,SC22Q10,SC22Q11,SC22Q12,SC22Q13,SC22Q14,SC22Q15,SC22Q16,SC22Q17,SC22Q18,SC22Q19,SC23Q01,SC24Q01,SC25Q01,SC25Q02,SC25Q03,SC25Q04,SC25Q05,SC25Q06,SC25Q07,SC25Q08,SC25Q09,SC25Q10,SC25Q11,SC25Q12,SC26Q01,SC26Q02,SC26Q03,SC26Q04,SC27Q01,SC27Q02,SC28Q01,SC28Q02,SC29Q01,SC29Q02,SC30Q01,SC30Q02,SC30Q03,SC30Q04,SC31Q01,SC31Q02,SC31Q03,SC31Q04,SC31Q05,SC31Q06,SC31Q07,SC32Q01,SC32Q03,SC32Q04,SC32Q05,SC32Q06,SC32Q07,SC32Q08,SC33Q01A,SC33Q01B,SC33Q01C,SC33Q01D,SC33Q01E,SC33Q02A,SC33Q02B,SC33Q02C,SC33Q02D,SC33Q02E,SC33Q03A,SC33Q03B,SC33Q03C,SC33Q03D,SC33Q03E,SC33Q04A,SC33Q04B,SC33Q04C,SC33Q04D,SC33Q04E,SC33Q05A,SC33Q05B,SC33Q05C,SC33Q05D,SC33Q05E,SC33Q06A,SC33Q06B,SC33Q06C,SC33Q06D,SC33Q06E,SC33Q07A,SC33Q07B,SC33Q07C,SC33Q07D,SC33Q07E,SC33Q08A,SC33Q08B,SC33Q08C,SC33Q08D,SC33Q08E,SC33Q09A,SC33Q09B,SC33Q09C,SC33Q09D,SC33Q09E,SC33Q10A,SC33Q10B,SC33Q10C,SC33Q10D,SC33Q10E,SC33Q11A,SC33Q11B,SC33Q11C,SC33Q11D,SC33Q11E,SC33Q12A,SC33Q12B,SC33Q12C,SC33Q12D,SC33Q12E,SC34Q01,SC34Q02,SC34Q03,SC34Q04,SC34Q05,SC34Q06,SC34Q07,SC34Q08,SC34Q09,SC34Q10,SC34Q11,SC34Q12,SC34Q13,SC34Q14,SC34Q15,SC34Q16,SC34Q17,SC34Q18,SC34Q19,SC34Q20,SC34Q22,SC35Q01,SC35Q02,SC39Q01,SC39Q02,SC39Q03,SC39Q05,SC39Q06,SC39Q07,SC39Q08,SC39Q09,SC39Q10,SC40Q01,SC40Q02,SC40Q03,SC44Q01,SC44Q02,SC44Q03,SC44Q04,SC44Q05,SC44Q06,SC47Q01,SC45Q01,SC46Q01,SC46Q02,SC46Q03,SC46Q05,SC46Q04,SC46Q06,SC46Q09,SC52Q01,SC46Q07,SC46Q08,SC52Q02,SC51Q01,SC51Q02,ABGMATH,ASSESS,CLSIZE,COMPWEB,CREACTIV,LEADCOM,LEADINST,LEADPD,LEADTCH,MACTIV,MATHEXC,PCGIRLS,PROPCERT,PROPMA5A,PROPMATH,PROPQUAL,RATCMP15,RESPCUR,RESPRES,SCHAUTON,SCHLTYPE,SCHSEL,SCHSIZE,SCMATBUI,SCMATEDU,SMRATIO,STRATIO,STUDCLIM,TCFOCST,TCHPARTI,TCMORALE,TCSHORT,TEACCLIM,W_FSCHWT,SENWGT_SCQ,VER_SCQ
5716,Germany,2760000,DEU0211,OECD,Germany,190,Private,78.0,0.0,2.0,20.0,Town,Two or More,3,212.0,239.0,21.0,6.0,21.0,6.0,,,6.0,1.0,6.0,1.0,4.0,1.0,,,,,72.0,32.0,32.0,<10%,10-25%,10-25%,Not at all,Not at all,Very little,Very little,Not at all,Not at all,Very little,Not at all,Very little,To some extent,Very little,Not at all,Very little,For all classes,Not for any classes,Not for any classes,For all classes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not at all,Not at all,Very little,Very little,Not at all,Very little,Not at all,Very little,Very little,Very little,To some extent,Not at all,Very little,To some extent,Very little,Very little,Very little,Not at all,Very little,0.0,Largely absent,50.0,25.0,50.0,25.0,5.0,10.0,0.0,15.0,0.0,5.0,20.0,0.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,No,Yes,No,No,No change,No change,A small change,A small change,A moderate change,No change,No change,Always,Sometimes,Always,Sometimes,Always,Never,Always,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,,3-4 times during the year,1-2 times during the year,Did not occur,1-2 times during the year,3-4 times during the year,Once a week,Once a month,Once a week,Once a week,Once a month,Once a month,3-4 times during the year,Once a month,Once a month,Once a week,Once a month,1-2 times during the year,3-4 times during the year,Did not occur,Once a month,1-2 times during the year,0.0,0.0,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,One of these forms of ability grouping for all classes,4.0,23.0,1.0,3.0,-1.3694,0.493,-0.1263,-0.0388,2.0,,0.53,1.0,0.692,0.271,,0.444,-0.81,-0.65,-0.3533,2.0,At least one always considered,451.0,0.1539,0.224,69.385,18.792,0.8936,-0.6748,0.2924,1.4452,0.1524,-0.4382,66.4048,4.8629,22NOV13
5717,Germany,2760000,DEU0107,OECD,Germany,191,Public,100.0,,,,Large City,Two or More,4,443.0,436.0,,,,,,,10.0,3.0,,,,,,,,,97.0,,,,,,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,For all classes,For some classes,Not for any classes,For all classes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,,Yes,Yes,No,No,No,No,No,No,No,No,No,,To some extent,To some extent,To some extent,Very little,Very little,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,,Largely absent,,,,,,,2.0,,,,,,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,No,No,Yes,Yes,No change,No change,No change,No change,No change,No change,No change,Sometimes,Never,Never,Never,Sometimes,Always,,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Likely,Not likely,Likely,Not likely,Not likely,,,,,,,,,,,,,,,,,One of these forms of ability grouping for all classes,2.0,28.0,,2.0,,,,,2.0,,0.496,,,,,,-0.25,-0.36,-0.3533,3.0,At least one sometimes but neither always,879.0,-0.1662,-0.1702,76.435,,-1.0211,-0.6748,-0.1437,-1.4838,0.7093,-0.4382,43.3248,3.1728,22NOV13
5718,Germany,2760000,DEU0103,OECD,Germany,192,Public,98.0,1.0,1.0,,Large City,Two or More,5,470.0,668.0,60.0,60.0,60.0,40.0,,,14.0,6.0,14.0,6.0,0.0,0.0,,,0.0,0.0,152.0,180.0,180.0,10-25%,10-25%,51-75%,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,To some extent,Very little,To some extent,Not for any classes,Not for any classes,Not for any classes,For all classes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Remedial only,Very little,Very little,Very little,Not at all,Very little,Very little,Very little,Very little,Very little,Very little,Not at all,Very little,Very little,Very little,To some extent,Very little,Very little,Very little,Very little,0.0,Minority of Parents,15.0,10.0,20.0,25.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Yes,No,No,No,No change,No change,No change,No change,No change,No change,A small change,Sometimes,Sometimes,Never,Always,Never,Never,,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,,More than once a week,Once a week,3-4 times during the year,Once a month,Once a month,,Once a month,Once a week,Once a month,Once a week,More than once a week,Once a month,Once a week,Once a month,Once a month,3-4 times during the year,1-2 times during the year,3-4 times during the year,Once a month,Once a month,1-2 times during the year,0.0,0.0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,No ability grouping between any classes,,33.0,1.0,3.0,0.5331,0.7138,-0.1263,0.9477,4.0,Either enrichment and remedial,0.587,0.889,0.0,0.189,,1.184,0.03,-0.36,-0.0586,3.0,At least one sometimes but neither always,1138.0,-0.763,-0.1702,66.941,12.644,0.0882,-0.6748,0.2924,0.0826,0.7093,-0.4382,23.4216,1.7152,22NOV13
5719,Germany,2760000,DEU0102,OECD,Germany,193,Public,97.0,0.0,3.0,0.0,City,Two or More,3,431.0,417.0,43.0,26.0,43.0,18.0,,,9.0,4.0,9.0,4.0,9.0,4.0,,,,,118.0,32.0,32.0,<10%,10-25%,26-50%,To some extent,To some extent,Not at all,Not at all,Very little,Very little,Very little,To some extent,Very little,Not at all,Not at all,Very little,Not at all,Not for any classes,Not for any classes,Not for any classes,For all classes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Remedial only,Very little,Very little,Very little,Not at all,Not at all,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Not at all,Very little,Very little,Very little,Very little,Not at all,Very little,1.0,Largely absent,50.0,5.0,50.0,10.0,1.0,2.0,0.0,2.0,4.0,2.0,5.0,0.0,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Yes,No,Yes,No,No change,A small change,A small change,A small change,A small change,A large change,A large change,Always,Sometimes,Never,Always,Never,Never,Never,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,,Once a week,Once a month,Once a month,Once a month,Once a week,More than once a week,Once a month,3-4 times during the year,3-4 times during the year,Once a month,Once a week,1-2 times during the year,Once a month,Once a month,Once a month,1-2 times during the year,Once a month,Once a month,More than once a week,Once a week,Once a month,0.0,0.0,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,No ability grouping between any classes,5.0,23.0,1.0,3.0,0.5331,0.7066,-0.6241,-0.0388,2.0,Either enrichment and remedial,0.492,0.929,1.0,0.196,,0.271,-0.62,-0.65,-0.6029,3.0,At least one always considered,848.0,0.5582,-0.1702,77.091,15.143,0.3493,-1.2132,0.7801,0.4686,0.7093,-0.1089,27.573,2.0192,22NOV13
5720,Germany,2760000,DEU0215,OECD,Germany,194,Public,100.0,,,,Large City,Two or More,4,300.0,500.0,16.0,,16.0,,,,8.0,6.0,8.0,6.0,8.0,6.0,,,,,114.0,55.0,55.0,>75%,>75%,>75%,Very little,Not at all,Very little,Very little,Not at all,Very little,Very little,Very little,To some extent,Very little,To some extent,Very little,A lot,Not for any classes,Not for any classes,Not for any classes,For all classes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Very little,Very little,To some extent,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,To some extent,A lot,To some extent,To some extent,Very little,Very little,Very little,0.0,Largely absent,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Yes,No,Yes,No,No change,No change,A small change,A small change,A moderate change,A moderate change,A moderate change,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,More than once a week,More than once a week,Once a week,Once a week,More than once a week,More than once a week,More than once a week,More than once a week,More than once a week,More than once a week,More than once a week,1-2 times during the year,Once a week,1-2 times during the year,Did not occur,Did not occur,3-4 times during the year,3-4 times during the year,Did not occur,Once a week,Did not occur,,,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,No ability grouping between any classes,4.0,28.0,1.0,3.0,0.8948,2.1468,1.0394,0.6907,1.0,,0.625,1.0,1.0,0.688,,0.482,-0.81,-0.56,-0.8313,3.0,At least one sometimes but neither always,800.0,-1.0894,-0.1702,72.727,50.0,-0.6182,-0.6748,-1.8472,,0.4567,-1.1788,41.1809,3.0157,22NOV13
5721,Germany,2760000,DEU0218,OECD,Germany,195,Public,46.0,33.0,21.0,,Town,Two or More,2,806.0,107.0,50.0,25.0,40.0,1.0,,,6.0,,2.0,,,,,,,,4.0,,,10-25%,10-25%,>75%,To some extent,Very little,Very little,To some extent,Very little,Not at all,Not at all,Not at all,Not at all,Not at all,To some extent,Not at all,To some extent,For some classes,For some classes,Not for any classes,For some classes,No,No,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Remedial only,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Not at all,Very little,Not at all,Not at all,Not at all,Not at all,Not at all,Very little,Very little,Very little,Very little,2.0,Largely absent,5.0,20.0,5.0,10.0,0.0,0.0,0.0,1.0,1.0,5.0,,,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,No,No,Yes,No,No change,No change,A small change,A small change,A small change,A small change,A small change,Sometimes,Sometimes,Never,Always,Never,Sometimes,,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,,3-4 times during the year,3-4 times during the year,3-4 times during the year,Once a week,3-4 times during the year,Once a week,Once a month,Once a month,Once a month,Once a month,Once a month,1-2 times during the year,1-2 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,3-4 times during the year,1-2 times during the year,1-2 times during the year,4.0,12.0,Yes,,,,,,,,,No,No,Yes,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,,One of these forms of ability grouping between classes for s,3.0,18.0,,0.0,0.1329,0.2753,-0.8842,-0.3206,1.0,Either enrichment and remedial,0.117,0.648,,0.096,,,0.03,-0.62,-0.3533,3.0,At least one sometimes but neither always,913.0,-0.4622,1.1619,152.167,14.608,-0.1621,0.702,0.7801,0.4686,1.1868,0.6468,247.6044,18.1325,22NOV13
5722,Germany,2760000,DEU0104,OECD,Germany,196,Public,100.0,0.0,0.0,0.0,Small Town,Two or More,4,467.0,375.0,49.0,5.0,48.0,5.0,,,11.0,2.0,11.0,2.0,9.0,1.0,,,,,149.0,120.0,120.0,26-50%,26-50%,51-75%,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,To some extent,Very little,Very little,Very little,To some extent,Very little,Not for any classes,Not for any classes,For all classes,For all classes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,No,Yes,,,,,No,Yes,Yes,Both enrichment and remedial,Very little,Very little,Very little,Very little,Very little,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,To some extent,To some extent,Very little,Very little,Very little,0.0,Many Parents,10.0,40.0,30.0,50.0,10.0,10.0,10.0,10.0,1.0,10.0,0.0,0.0,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,Yes,Yes,No,No change,No change,A small change,A small change,A moderate change,A moderate change,A small change,Sometimes,Always,Never,Always,Sometimes,Never,,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,,2.0,1.0,2.0,2.0,,2.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,More than once a week,Once a month,Once a month,Once a week,Once a month,Once a month,Once a week,More than once a week,More than once a week,Once a week,Once a week,3-4 times during the year,Once a week,3-4 times during the year,Once a month,3-4 times during the year,3-4 times during the year,3-4 times during the year,Did not occur,Once a month,1-2 times during the year,13.0,50.0,Yes,Yes,Yes,Yes,,Yes,No,Yes,Yes,Yes,Yes,Yes,Likely,Not likely,Likely,Not likely,Likely,,,,,,,,,,,,,,,,,No ability grouping between any classes,3.0,28.0,1.0,3.0,0.5331,0.7066,0.6627,0.4499,5.0,Both enrichment and remedial,0.445,0.981,0.792,0.233,,0.805,1.44,-0.67,-0.3533,3.0,At least one always considered,842.0,-0.4622,-0.3482,70.167,16.35,-0.3977,-0.6748,0.7801,-0.7371,0.9454,-0.7478,35.2365,2.5804,22NOV13
5723,Germany,2760000,DEU0102,OECD,Germany,197,Public,99.0,1.0,1.0,,Small Town,One Other,2,130.0,118.0,19.0,11.0,19.0,11.0,,,10.0,3.0,0.0,0.0,,,,,0.0,0.0,57.0,50.0,50.0,10-25%,10-25%,10-25%,To some extent,Very little,Not at all,To some extent,To some extent,Not at all,Very little,Very little,Very little,Not at all,Very little,Very little,Very little,For some classes,For some classes,Not for any classes,For all classes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Both enrichment and remedial,Very little,Very little,Very little,Very little,Not at all,To some extent,Very little,Very little,Not at all,Not at all,To some extent,Very little,Very little,Very little,Not at all,Very little,Not at all,Not at all,Not at all,0.0,Largely absent,10.0,30.0,20.0,90.0,5.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Yes,Yes,Yes,Yes,A small change,No change,No change,A small change,No change,A small change,A small change,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,More than once a week,Once a month,Once a month,Once a week,More than once a week,Once a week,3-4 times during the year,Once a week,Once a week,More than once a week,Once a week,Did not occur,Once a week,3-4 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,Once a month,3-4 times during the year,3-4 times during the year,3-4 times during the year,0.0,0.0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,One of these forms of ability grouping between classes for s,6.0,18.0,1.0,1.0,0.5331,1.1806,-0.1263,0.2118,4.0,Both enrichment and remedial,0.476,1.0,,0.469,,0.877,-0.43,-0.62,-0.3533,3.0,At least one sometimes but neither always,248.0,-0.1662,0.018,21.565,10.122,-0.1621,0.0095,1.9955,1.4452,0.9454,0.4389,64.5208,4.725,22NOV13
5724,Germany,2760000,DEU0101,OECD,Germany,198,Public,100.0,,,,Town,One Other,4,582.0,618.0,45.0,30.0,,,,,14.0,6.0,14.0,6.0,,,,,,,219.0,,,,,,To some extent,Not at all,Not at all,Very little,To some extent,Very little,Very little,Not at all,Very little,To some extent,A lot,Very little,A lot,Not for any classes,Not for any classes,For some classes,For some classes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,,Yes,Yes,No,No,No,No,No,No,No,No,No,,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,1.0,Largely absent,,,,,,,,,,,,,Agree,Agree,Agree,Agree,,,,,,,Yes,Yes,No,No,,,,,,,,Always,Always,Never,Sometimes,Never,,,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,,3-4 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,Once a week,Once a week,Once a week,Once a week,Once a month,More than once a week,Once a week,1-2 times during the year,Once a week,Once a month,Once a month,Once a month,3-4 times during the year,1-2 times during the year,3-4 times during the year,Once a month,1-2 times during the year,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,No ability grouping between any classes,2.0,28.0,,3.0,-0.3532,0.9289,0.1183,0.4499,2.0,,0.515,,,0.283,,,-0.25,-0.56,-0.6029,3.0,At least one always considered,1200.0,-1.4636,-0.3482,70.588,20.0,-0.1621,,0.7801,-0.7371,0.4567,-0.5953,19.7865,1.449,22NOV13
5725,Germany,2760000,DEU0214,OECD,Germany,199,Public,100.0,0.0,0.0,0.0,Small Town,Two or More,2,140.0,101.0,19.0,6.0,19.0,6.0,,,4.0,2.0,4.0,2.0,0.0,0.0,,,0.0,0.0,31.0,16.0,16.0,>75%,51-75%,51-75%,Not at all,Not at all,Not at all,To some extent,To some extent,Not at all,To some extent,Not at all,To some extent,To some extent,Not at all,Not at all,Very little,For all classes,Not for any classes,For all classes,For all classes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,,Very little,Very little,Not at all,Not at all,Very little,Very little,Very little,Very little,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very little,Not at all,2.0,Minority of Parents,60.0,75.0,30.0,55.0,0.0,75.0,0.0,80.0,0.0,15.0,0.0,0.0,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,Yes,Yes,No,A small change,No change,No change,No change,No change,No change,No change,Never,Always,Sometimes,Always,Never,Always,Sometimes,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,,More than once a week,Once a month,1-2 times during the year,Once a month,3-4 times during the year,More than once a week,3-4 times during the year,More than once a week,Once a month,More than once a week,More than once a week,More than once a week,Once a month,More than once a week,Once a month,Once a month,Once a month,Once a month,3-4 times during the year,3-4 times during the year,More than once a week,2.0,50.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Not likely,Very likely,Likely,Not likely,Very likely,Likely,,,,,,,,,,,,,,,,One of these forms of ability grouping for all classes,,18.0,1.0,1.0,0.5331,0.9289,-0.6241,2.258,2.0,,0.419,1.0,0.0,0.227,,0.516,-0.81,-0.7,-1.0532,3.0,At least one always considered,241.0,0.5582,-0.5214,48.2,10.955,0.3493,1.2831,0.7801,0.8541,0.1524,1.9386,100.9141,7.3901,22NOV13
