,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,STIDSTD,PA01Q01,PA01Q02,PA01Q03,PA02Q01,PA02Q02,PA03Q01,PA03Q02,PA03Q03,PA03Q04,PA05Q01,PA05Q02,PA05Q03,PA05Q04,PA07Q01,PA08Q01,PA09Q01,PA09Q02,PA09Q03,PA09Q04,PA09Q05,PA09Q06,PA09Q07,PA10Q01,PA10Q02,PA10Q03,PA10Q04,PA10Q05,PA10Q06,PA10Q07,PA10Q08,PA10Q09,PA10Q10,PA10Q11,PA11Q01,PA12Q01,PA12Q02,PA12Q03,PA12Q04,PA12Q05,PA12Q06,PA12Q07,PA12Q08,PA12Q09,PA12Q10,PA12Q11,PA13Q01,PA13Q02,PA13Q03,PA13Q04,PA13Q05,PA13Q06,PA13Q07,PA14Q01,PA14Q02,PA14Q03,PA14Q04,PA15Q01,PA15Q02,PA15Q03,PA15Q04,PA15Q05,PA18Q01,PA18Q02,PA18Q03,PA19Q01,PA19Q02,PA19Q03,PA19Q04,PA19Q05,PA19Q06,PA21Q01,PA21Q02,PA21Q03,PA21Q04,PA21Q05,PA21Q06,PA22Q01,PA23Q01,PA24N0101,PA24N0102,PA24N0103,PA24N0104,PA24N0105,PA24N0106,PA24N0107,PA24N0108,PA24N0109,PA24N0110,PA24N0111,PA24N0112,PA24N0113,PA24N0201,PA24N0202,PA24N0203,PA24N0204,PA24N0205,PA24N0206,PA24N0207,PA24N0208,PA24N0209,PA24N0210,PA24N0211,PA24N0212,PA24N0213,PA25Q01,PA25Q02,OCOD3,OCOD4,OCOD5,PARINVOL,PARSUPP,PQBFMJ,PQBMMJ,PQCITIZF,PQCITIZM,PQCOB_F,PQCOB_M,PQCOB_MGM,PQCOB_MGF,PQCOB_PGM,PQCOB_PGF,PQEDASP,PQFISCED,PQHISCED,PQHISEI,PQIMMIGF,PQIMMIGM,PQLANGNF,PQLANGNM,PQMCAR,PQMIMP,PQMISCED,PQOCCASP,PQSCHOOL,SENWGT_PAQ,VER_PAQ
12601,Germany,2760000,DEU0109,OECD,Germany,157,3376,Tick,Tick,No tick,46 � 50 years,41 � 45 years,No,Yes,No,,No,No,No,,<$C> or more but less than <$D>,Nothing,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,No,No,No,No,No,No,No,No,No,No,No,One other,Very important,Important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Important,Important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a month,Once or twice a year,Once or twice a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,Tick,No tick,Tick,No tick,Tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Aged care services managers,Electrical engineering technicians,Medical and dental prosthetic technicians,-1.4809,0.0131,51.92,65.01,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 5B,2.0,2.0,65.01,1.0,1.0,German ,German ,0.0485,1.2956,0.0,54.92,-1.0793,0.4545,22NOV13
12602,Germany,2760000,DEU0109,OECD,Germany,157,3378,No tick,Tick,No tick,46 � 50 years,46 � 50 years,No,No,Yes,,No,No,No,,<$B> or more but less than <$C>,Nothing,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,Two or more,Important,Very important,Important,Not important,Not important,Not important,Important,Somewhat important,Very important,Important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Once or twice a year,Once or twice a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Shop sales assistants,Information and communications technology installers and ser,Insurance representatives,-0.1254,-0.4659,36.92,28.48,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 2,3.0,3.0,36.92,1.0,1.0,German ,German ,-1.2159,1.2956,0.0,60.29,-0.0994,0.4621,22NOV13
12603,Germany,2760000,DEU0109,OECD,Germany,157,3381,Tick,No tick,No tick,41 � 45 years,41 � 45 years,No,No,No,,Yes,No,No,,<$A> or more but less than <$B>,<$Y or more but less than $Z>,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Yes,No,No,Yes,No,No,No,No,Yes,No,No,One other,Important,Important,Very important,Somewhat important,Important,Somewhat important,Important,Somewhat important,Very important,Very important,Very important,Once or twice a month,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Never or hardly ever,Never or hardly ever,Strongly agree,Disagree,Disagree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,Tick,No tick,Country of test,Country of test,Country of test,Other country,Country of test,Other country,9998,9998,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Nursing professionals,Plumbers and pipe fitters,Missing,0.315,-0.9916,29.16,68.7,,,Germany,Germany,Germany,Poland ,Germany,Poland ,ISCED 5B,0.0,1.0,68.7,1.0,1.0,German ,German ,-1.2159,-0.4255,1.0,,-0.8397,0.4282,22NOV13
12604,Germany,2760000,DEU0109,OECD,Germany,157,3382,Tick,No tick,No tick,41 � 45 years,46 � 50 years,No,No,No,,No,No,No,,,<$W or more but less than $X>,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No others,Important,Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a week,Once or twice a week,Never or hardly ever,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Government tax and excise officials,Plumbers and pipe fitters,Missing,1.9195,0.318,29.16,67.11,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 1,0.0,0.0,67.11,1.0,1.0,German ,German ,-1.2159,1.2956,0.0,,-1.0793,0.4282,22NOV13
12605,Germany,2760000,DEU0109,OECD,Germany,157,3384,Tick,No tick,No tick,46 � 50 years,46 � 50 years,No,No,No,,No,No,No,,<$D> or more but less than <$E>,<$W or more but less than $X>,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,No,No,No,No,No,No,No,No,No,No,No,One other,Very important,Important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Somewhat important,Somewhat important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a year,Never or hardly ever,Once or twice a year,Agree,Agree,Agree,Agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,General office clerks,Civil engineering technicians,Do not know,-1.4809,-0.813,59.35,43.33,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 2,0.0,0.0,59.35,1.0,1.0,German ,German ,-1.2159,-0.4255,0.0,,-0.8397,0.4621,22NOV13
12606,Germany,2760000,DEU0109,OECD,Germany,157,3385,Tick,No tick,No tick,51 years or older,46 � 50 years,No,No,Yes,,No,No,Yes,,<$B> or more but less than <$C>,<$W or more but less than $X>,,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,No,No,No,No,No,No,No,No,No,No,No,One other,Somewhat important,Very important,Very important,Very important,,Somewhat important,Important,Very important,Very important,Very important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Never or hardly ever,Every day or almost every day,Once or twice a year,Never or hardly ever,Strongly agree,Agree,Agree,Agree,No,No,No,No,No,,"Yes, Once",,No tick,Tick,No tick,No tick,No tick,No tick,Other country,Other country,Country of test,Country of test,Country of test,Country of test,29,25,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Secretaries (general),Building and related electricians,Do not know,-1.4809,-0.1412,36.35,44.94,1.0,1.0,One of the former USSR republics ,One of the former USSR republics ,Germany,Germany,Germany,Germany,ISCED 2,3.0,3.0,44.94,1.0,1.0,German ,German ,-1.2159,0.1017,3.0,,-1.7758,0.4545,22NOV13
12607,Germany,2760000,DEU0109,OECD,Germany,157,3386,Tick,No tick,No tick,46 � 50 years,46 � 50 years,No,No,No,,No,,Yes,,<$E> or more,<$W or more but less than $X>,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,No,No,No,No,No,No,Two or more,Very important,Very important,Important,Not important,Important,Not important,Important,Important,Important,Important,Important,Every day or almost every day,Once or twice a week,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a year,Once or twice a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,General office clerks,Sheet-metal workers,Missing,-1.4809,0.165,25.51,43.33,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",0.0,3.0,43.33,1.0,1.0,German ,German ,-1.2159,1.2956,3.0,,1.7172,0.4282,22NOV13
12608,Germany,2760000,DEU0109,OECD,Germany,157,3389,Tick,Tick,No tick,51 years or older,46 � 50 years,,Yes,Yes,,,,Yes,,<$E> or more,<$X or more but less than $Y>,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,No,No,No,No,No,No,No,No,No,No,No,One other,Important,Very important,Important,Not important,Not important,Very important,Somewhat important,Not important,Very important,Very important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a year,Once or twice a week,Once or twice a year,Once or twice a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Secretaries (general),Civil engineering technicians,Insurance representatives,-1.4809,0.0131,59.35,44.94,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 2,3.0,3.0,59.35,1.0,1.0,German ,German ,-1.2159,1.2956,3.0,60.29,-0.0994,0.4621,22NOV13
12609,Germany,2760000,DEU0109,OECD,Germany,157,3390,Tick,No tick,No tick,41 � 45 years,36 � 40 years,No,Yes,Yes,,No,Yes,No,,,Nothing,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Yes,No,No,Yes,No,No,No,No,No,No,No,No others,Not important,Somewhat important,Important,Not important,Somewhat important,Not important,Not important,Not important,Somewhat important,Not important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a week,Once or twice a week,Never or hardly ever,Once or twice a week,Agree,Agree,Agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Child care workers,Child care services managers,Do not know,-0.1254,0.318,65.01,24.98,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",3.0,3.0,65.01,1.0,1.0,German ,German ,-1.2159,0.1017,2.0,,-1.2871,0.4545,22NOV13
12610,Germany,2760000,DEU0109,OECD,Germany,157,3392,Tick,No tick,No tick,51 years or older,46 � 50 years,Yes,No,No,,No,No,Yes,,,<$Y or more but less than $Z>,,,,,,,,Yes,No,No,No,Yes,No,No,No,Yes,No,No,One other,Somewhat important,Somewhat important,Important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a year,Once or twice a year,Agree,Agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,Tick,Tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Government social benefits officials,Financial and insurance services branch managers,Medical doctors,0.315,0.165,65.01,54.27,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",1.0,3.0,65.01,1.0,1.0,German ,German ,0.0485,0.4396,3.0,88.7,,0.4621,22NOV13
12611,Germany,2760000,DEU0109,OECD,Germany,157,3393,No tick,Tick,No tick,46 � 50 years,,,Yes,,,,Yes,,,<$D> or more but less than <$E>,<$W or more but less than $X>,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,One other,Important,Important,Very important,Somewhat important,Somewhat important,Not important,Important,Somewhat important,Important,Important,Important,Once or twice a week,Every day or almost every day,Once or twice a week,Once or twice a year,Once or twice a month,Once or twice a year,Once or twice a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9999,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Physiotherapy technicians and assistants,Plumbers and pipe fitters,Do not know,0.7501,-0.4659,29.16,53.15,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 2,2.0,2.0,53.15,1.0,1.0,German ,German ,-1.2159,1.2956,2.0,,0.3309,0.4282,22NOV13
12612,Germany,2760000,DEU0109,OECD,Germany,157,3394,Tick,No tick,No tick,46 � 50 years,41 � 45 years,No,No,Yes,,Yes,Yes,Yes,,,<$X or more but less than $Y>,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,No,No,No,No,No,No,No,No,No,No,No,Two or more,Somewhat important,Important,Important,Not important,Not important,Not important,Somewhat important,,Important,Somewhat important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a year,Once or twice a month,Once or twice a year,Once or twice a year,Agree,Agree,Agree,Agree,Yes,No,No,No,No,"No, Never","No, Never",,Tick,Tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Physiotherapists ,Software developers,Do not know,-1.4809,-0.3004,74.66,67.94,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",3.0,3.0,74.66,1.0,1.0,German ,German ,-0.4243,-0.4255,3.0,,-1.0793,0.4621,22NOV13
12613,Germany,2760000,DEU0109,OECD,Germany,157,3395,Tick,No tick,No tick,51 years or older,51 years or older,,,,,,,,,<$D> or more but less than <$E>,<$X or more but less than $Y>,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,No,No,No,No,No,No,No,No,No,No,No,One other,Important,Important,Important,Not important,Not important,Somewhat important,Not important,Not important,Important,Not important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Once or twice a year,Once or twice a year,Agree,Agree,Agree,Agree,Yes,Yes,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Other country,Other country,Other country,Country of test,Other country,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Child care workers,Heavy truck and lorry drivers,Do not know,-1.4809,-0.4659,25.95,24.98,1.0,1.0,One of the former USSR republics ,One of the former USSR republics ,One of the former USSR republics ,Germany,One of the former USSR republics ,Germany,ISCED 1,,,25.95,1.0,1.0,German ,German ,0.0485,-0.4255,,,0.8861,0.4545,22NOV13
12614,Germany,2760000,DEU0109,OECD,Germany,157,3396,Tick,No tick,No tick,41 � 45 years,41 � 45 years,No,No,Yes,,No,No,Yes,,,<$X or more but less than $Y>,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,One other,Important,Very important,Very important,Not important,Not important,Not important,Somewhat important,Somewhat important,Very important,Important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a week,Once or twice a month,Once or twice a month,Agree,Agree,Agree,Agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Secretaries (general),Process control technicians,Missing,0.7501,0.165,33.66,44.94,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 2,3.0,3.0,44.94,1.0,1.0,German ,German ,-1.2159,-0.4255,3.0,,-3.1127,0.4545,22NOV13
12615,Germany,2760000,DEU0109,OECD,Germany,157,3397,Tick,No tick,No tick,41 � 45 years,41 � 45 years,Yes,Yes,Yes,,,,,,<$B> or more but less than <$C>,<$W or more but less than $X>,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No others,Not important,Very important,Very important,Not important,Not important,Not important,Not important,Not important,Important,,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a year,Once or twice a month,Once or twice a year,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,Tick,Tick,Tick,No tick,No tick,No tick,Other country,Country of test,Country of test,Country of test,Country of test,Country of test,9998,7,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Accounting and bookkeeping clerks,Applications programmers,Missing,0.315,-0.2106,74.66,50.37,1.0,1.0,Germany,Another country (DEU),Germany,Germany,Germany,Germany,"ISCED 3B, C",3.0,3.0,74.66,1.0,1.0,German ,German ,0.0485,1.2956,,,1.7172,0.4446,22NOV13
12616,Germany,2760000,DEU0109,OECD,Germany,157,3399,Tick,No tick,No tick,51 years or older,41 � 45 years,No,No,No,,No,No,Yes,,,<$W or more but less than $X>,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Two or more,Not important,Somewhat important,Somewhat important,Not important,Not important,Important,Not important,Not important,Very important,Somewhat important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a year,Once or twice a week,Agree,Strongly agree,Agree,Strongly agree,Yes,No,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Draughtspersons,"Metal finishing, plating and coating machine operators",Police inspectors and detectives,0.315,0.318,22.36,50.73,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 1,0.0,3.0,50.73,1.0,1.0,German ,German ,-0.4243,0.4396,3.0,63.03,-0.536,0.4621,22NOV13
12617,Germany,2760000,DEU0217,OECD,Germany,158,3400,No tick,Tick,No tick,36 � 40 years,36 � 40 years,Yes,Yes,Yes,,Yes,,,,<$C> or more but less than <$D>,<$Y or more but less than $Z>,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No others,Somewhat important,Very important,Important,Very important,Somewhat important,Not important,Not important,Not important,Not important,Somewhat important,Important,Every day or almost every day,Once or twice a week,Every day or almost every day,Once or twice a week,Every day or almost every day,Every day or almost every day,Every day or almost every day,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Yes,Yes,No,No,"Yes, Once",,,No tick,Tick,No tick,No tick,No tick,No tick,Other country,Other country,,,,,16,23,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,"Packing, bottling and labelling machine operators","Mining, manufacturing and construction supervisors",Midwifery professionals,1.9195,1.6876,38.18,24.15,1.0,1.0,Another country (DEU),Another country (DEU),Missing,Missing,Missing,Missing,ISCED 2,3.0,3.0,38.18,,,German ,German ,0.4708,-3.1734,1.0,68.7,-0.536,0.3011,22NOV13
12618,Germany,2760000,DEU0217,OECD,Germany,158,3401,Tick,No tick,No tick,36 � 40 years,36 � 40 years,,,,,,,,,<$A> or more but less than <$B>,Nothing,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Yes,No,No,No,No,No,No,,Yes,No,Two or more,Somewhat important,Somewhat important,Somewhat important,Very important,Not important,Not important,Not important,Not important,Very important,Important,Very important,Every day or almost every day,Once or twice a week,Every day or almost every day,Once or twice a year,Once or twice a month,Once or twice a year,Once or twice a year,Agree,Agree,Agree,Agree,No,No,No,No,No,"Yes, Once",,,Tick,No tick,No tick,No tick,No tick,No tick,Other country,Other country,Other country,Other country,Other country,Other country,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other language,Other language,Do not know,"Plant and machine operators, and assemblers",Do not know,0.6749,-0.3004,25.45,,1.0,1.0,Turkey ,Turkey ,Turkey ,Turkey ,Turkey ,Turkey ,ISCED 1,,,25.45,3.0,3.0,Turkish,Turkish,-1.2159,-0.4255,,,1.3879,0.278,22NOV13
12619,Germany,2760000,DEU0217,OECD,Germany,158,3402,Tick,No tick,No tick,46 � 50 years,46 � 50 years,No,No,No,,No,No,No,,<$B> or more but less than <$C>,<More than $0 but less than $W>,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,No others,Important,Important,Important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Very important,Very important,Once or twice a month,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a year,Once or twice a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,"Yes, Once","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Other country,Other country,Other country,Other country,Other country,16,9998,Not selected,Not selected,Italy,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Italy,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Shop sales assistants,Building frame and related trades workers not elsewhere clas,Do not know,-0.1254,0.0131,26.92,28.48,3.0,3.0,Italy,Germany,Italy,Italy,Italy,Italy,ISCED 1,0.0,0.0,28.48,3.0,2.0,German ,German ,0.0485,1.2956,0.0,,-0.0994,0.278,22NOV13
