,CNTRYID,CNT,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC002Q01TA,SC002Q02TA,SC003Q01TA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q05NA,SC053Q06NA,SC053Q07TA,SC053Q08TA,SC053Q09TA,SC053Q10TA,SC053D11TA,SC059Q01NA,SC059Q02NA,SC059Q03NA,SC059Q04NA,SC059Q05NA,SC059Q06NA,SC059Q07NA,SC059Q08NA,SC052Q01NA,SC052Q02NA,SC009Q01TA,SC009Q02TA,SC009Q03TA,SC009Q04TA,SC009Q05TA,SC009Q06TA,SC009Q07TA,SC009Q08TA,SC009Q09TA,SC009Q10TA,SC009Q11TA,SC009Q12TA,SC009Q13TA,SC010Q01TA,SC010Q01TB,SC010Q01TC,SC010Q01TD,SC010Q01TE,SC010Q02TA,SC010Q02TB,SC010Q02TC,SC010Q02TD,SC010Q02TE,SC010Q03TA,SC010Q03TB,SC010Q03TC,SC010Q03TD,SC010Q03TE,SC010Q04TA,SC010Q04TB,SC010Q04TC,SC010Q04TD,SC010Q04TE,SC010Q05TA,SC010Q05TB,SC010Q05TC,SC010Q05TD,SC010Q05TE,SC010Q06TA,SC010Q06TB,SC010Q06TC,SC010Q06TD,SC010Q06TE,SC010Q07TA,SC010Q07TB,SC010Q07TC,SC010Q07TD,SC010Q07TE,SC010Q08TA,SC010Q08TB,SC010Q08TC,SC010Q08TD,SC010Q08TE,SC010Q09TA,SC010Q09TB,SC010Q09TC,SC010Q09TD,SC010Q09TE,SC010Q10TA,SC010Q10TB,SC010Q10TC,SC010Q10TD,SC010Q10TE,SC010Q11TA,SC010Q11TB,SC010Q11TC,SC010Q11TD,SC010Q11TE,SC010Q12TA,SC010Q12TB,SC010Q12TC,SC010Q12TD,SC010Q12TE,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC013Q01TA,SC014Q01NA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC019Q01NA01,SC019Q01NA02,SC019Q02NA01,SC019Q02NA02,SC019Q03NA01,SC019Q03NA02,SC025Q01NA,SC025Q02NA,SC027Q01NA,SC027Q02NA,SC027Q03NA,SC027Q04NA,SC032Q01TA,SC032Q02TA,SC032Q03TA,SC032Q04TA,SC034Q01NA,SC034Q02NA,SC034Q03TA,SC034Q04TA,SC035Q01NA,SC035Q01NB,SC035Q02TA,SC035Q02TB,SC035Q03TA,SC035Q03TB,SC035Q04TA,SC035Q04TB,SC035Q05TA,SC035Q05TB,SC035Q06TA,SC035Q06TB,SC035Q07TA,SC035Q07TB,SC035Q08TA,SC035Q08TB,SC035Q09NA,SC035Q09NB,SC035Q10TA,SC035Q10TB,SC035Q11NA,SC035Q11NB,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC040Q02NA,SC040Q03NA,SC040Q05NA,SC040Q11NA,SC040Q12NA,SC040Q15NA,SC040Q16NA,SC040Q17NA,SC041Q01NA,SC041Q03NA,SC041Q04NA,SC041Q05NA,SC041Q06NA,SC042Q01TA,SC042Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC063Q02NA,SC063Q03NA,SC063Q04NA,SC063Q06NA,SC063Q07NA,SC063Q09NA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SCHSIZE,CLSIZE,RATCMP1,RATCMP2,LEAD,LEADCOM,LEADINST,LEADPD,LEADTCH,RESPCUR,RESPRES,SCHAUT,TEACHPART,EDUSHORT,STAFFSHORT,PROAT5AB,PROAT5AM,PROAT6,PROATCE,TOTAT,PROSTAT,PROSTCE,PROSTMAS,TOTST,CREACTIV,SCIERES,STUBEHA,TEACHBEHA,STRATIO,SCHLTYPE,W_SCHGRNRABWT,SENWT,VER_DAT
203,276.0,DEU,27600210.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,365.0,539.0,4.0,113.0,100.0,100.0,25.0,3.0,25.0,30.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,9999997.0,,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,,99.0,0.0,1.0,0.0,2.0,2.0,3.0,,2.0,3.0,3.0,3.0,51.0,18.0,51.0,15.0,0.0,2.0,0.0,1.0,5.0,0.0,13.0,2.0,13.0,1.0,12.0,2.0,34.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,10.0,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,20.0,,3.0,904.0,28.0,0.885,1.0,-0.5651,0.2676,0.5388,-1.2228,-1.1042,-0.5147,-0.7644,0.58,1.0,0.7414,0.5762,0.0167,0.0083,0.0833,0.975,60.0,0.2333,0.9643,0.9286,14.0,3.0,4.0,-0.7223,-0.4345,15.0667,3.0,34.400253608,13.05483,15NOV16:14:59:10
204,276.0,DEU,27600211.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,377.0,327.0,4.0,107.0,35.0,35.0,0.0,2.0,6.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9999997.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,,100.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,24.0,18.0,24.0,14.0,0.0,0.0,24.0,14.0,0.0,0.0,7.0,3.0,0.0,0.0,7.0,3.0,7.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,78.0,20.0,34.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,50.0,10.0,3.0,704.0,28.0,0.3271,1.0,-0.8599,-1.1189,0.1176,-0.5016,-1.6143,1.4806,-0.7192,0.58,5.0,1.177,2.6914,0.0,0.9394,0.0,0.9394,33.0,0.2576,0.0,1.0,8.5,2.0,1.0,1.5793,0.5529,21.3333,3.0,22.098176159,8.38622,15NOV16:14:59:10
205,276.0,DEU,27600212.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,344.0,387.0,4.0,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,9999997.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,0.0,,3.0,3.0,3.0,2.0,1.0,3.0,,1.0,,100.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,16.0,37.0,16.0,4.0,1.0,,0.0,3.0,0.0,17.0,2.0,17.0,1.0,17.0,0.0,15.0,25.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,20.0,2.0,7.0,731.0,28.0,,,-0.5869,-1.0486,-1.8106,0.1158,0.4556,-0.5147,-0.6589,0.67,2.0,-1.2541,0.0953,0.1,0.0,0.0667,1.0,45.0,0.4,0.9722,0.9444,18.0,2.0,5.0,0.0185,-0.0467,16.2444,3.0,30.613069725,11.6176,15NOV16:14:59:10
206,276.0,DEU,27600213.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,746.0,304.0,2.0,7.0,7.0,7.0,0.0,1.0,20.0,30.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,9999997.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,95.0,,,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,60.0,10.0,60.0,10.0,35.0,7.0,25.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,50.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,10.0,33.0,66.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,0.0,0.0,1050.0,18.0,,,-0.6461,0.2784,-1.223,-0.9738,-0.2945,-0.2296,-0.7192,0.5,5.0,-0.849,-0.8076,0.5923,0.4077,0.0,1.0,65.0,0.0462,0.0,1.0,3.0,0.0,4.0,1.148,1.347,16.1538,3.0,94.26875,35.77482,15NOV16:14:59:10
207,276.0,DEU,27600214.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,700.0,600.0,4.0,184.0,50.0,50.0,0.0,30.0,25.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,9999997.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,,100.0,,,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,48.0,47.0,46.0,44.0,,,48.0,45.0,2.0,,36.0,10.0,34.0,,36.0,,40.0,40.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,,1.0,,1.0,,2.0,,1.0,,2.0,,1.0,,2.0,,1.0,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,3.0,2.0,7.0,,10.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,40.0,20.0,2.0,,1300.0,28.0,0.2717,1.0,-1.4436,-2.2051,-0.8352,,-1.1042,-0.2296,-0.6941,0.5,3.0,0.3922,-0.4427,,0.986,0.028,0.951,71.5,0.5734,0.8293,0.878,41.0,3.0,4.0,-0.2873,-0.7418,18.1818,3.0,19.576306587,7.42917,15NOV16:14:59:10
208,276.0,DEU,27600215.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,287.0,142.0,3.0,67.0,28.0,28.0,0.0,2.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9999997.0,,1.0,,,1.0,1.0,2.0,,1.0,1.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,,2.0,2.0,1.0,3.0,2.0,2.0,,1.0,,100.0,,,,1.0,1.0,3.0,,2.0,2.0,1.0,2.0,19.0,39.0,,,0.0,,,,7.0,,6.0,4.0,6.0,3.0,,,30.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,8.0,40.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,49.0,75.0,12.0,75.0,429.0,23.0,0.4179,1.0,0.3147,0.9545,0.5388,-0.9125,0.6925,-0.6572,0.0097,0.83,7.0,-0.4813,-0.1418,0.0,,0.1818,,38.5,0.2078,0.9375,,8.0,3.0,3.0,0.0185,0.2229,11.1429,3.0,53.67402,20.36919,15NOV16:14:59:10
209,276.0,DEU,27600216.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,44.0,47.0,1.0,13.0,7.0,7.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,9999997.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,,90.0,,10.0,,3.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,6.0,7.0,6.0,7.0,,,6.0,7.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,2.0,3.0,47.0,100.0,95.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,75.0,75.0,50.0,30.0,91.0,13.0,0.5385,1.0,0.5207,-1.1452,0.3473,0.7176,2.3955,-0.2296,-0.5533,0.67,5.0,0.5013,0.4864,,1.0,0.1053,1.0,9.5,0.0,0.0,0.0,0.0,1.0,1.0,1.1102,-0.6753,9.5789,3.0,87.58889,33.23982,15NOV16:14:59:10
210,276.0,DEU,27600217.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,404.0,432.0,4.0,112.0,50.0,50.0,30.0,0.0,35.0,20.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,9999997.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,1.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,,100.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,41.0,21.0,41.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,14.0,3.0,0.0,0.0,30.0,20.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,25.0,20.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,20.0,25.0,5.0,5.0,836.0,28.0,0.4464,1.0,-1.4381,-1.5927,-1.165,-1.2401,-0.8221,-0.2296,-0.4477,0.67,3.0,0.5881,0.6111,0.0,0.0,0.0,1.0,51.5,0.301,1.0,0.0,15.5,2.0,4.0,-0.3334,-0.1254,16.233,3.0,29.793076786,11.30642,15NOV16:14:59:10
211,276.0,DEU,27600218.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,299.0,292.0,4.0,82.0,1.0,1.0,0.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,9999997.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,3.0,2.0,1.0,2.0,1.0,1.0,,1.0,,90.0,0.0,10.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,39.0,5.0,38.0,5.0,1.0,0.0,,0.0,1.0,0.0,12.0,2.0,0.0,0.0,,0.0,15.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,10.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,90.0,10.0,10.0,591.0,28.0,0.0122,1.0,-1.0512,-1.2779,-1.165,-1.2228,0.1444,1.4806,-0.782,0.58,4.0,0.9328,0.7317,0.0241,0.0,0.0241,0.9759,41.5,0.3133,0.0,0.0,13.0,2.0,3.0,-0.7223,1.1916,14.241,3.0,51.917460317,19.70258,15NOV16:14:59:10
212,276.0,DEU,27600219.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,1.0,343.0,406.0,4.0,78.0,76.0,76.0,0.0,8.0,25.0,25.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9999997.0,,,,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,3.0,2.0,,3.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,3.0,3.0,3.0,3.0,,3.0,,1.0,,100.0,,,,2.0,2.0,,,1.0,1.0,1.0,1.0,40.0,18.0,40.0,18.0,0.0,0.0,38.0,18.0,2.0,0.0,21.0,2.0,0.0,0.0,21.0,2.0,45.0,25.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,5.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,10.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,25.0,10.0,5.0,749.0,28.0,0.9744,1.0,-0.9916,-1.0486,,-0.6676,-0.2945,-0.2296,-0.6941,0.5,4.0,-1.2541,,0.0,0.9592,0.0408,1.0,49.0,0.449,0.0,1.0,22.0,2.0,4.0,-0.9826,-0.0467,15.2857,3.0,38.28021978,14.52727,15NOV16:14:59:10
213,276.0,DEU,27600220.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,5.0,340.0,372.0,4.0,180.0,112.0,112.0,50.0,42.0,46.0,26.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,9999997.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,6.0,5.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,,1.0,2.0,1.0,3.0,2.0,2.0,,1.0,,99.0,,1.0,,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,48.0,18.0,48.0,12.0,,,48.0,12.0,1.0,,9.0,4.0,9.0,3.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,23.0,18.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,95.0,1.0,1.0,712.0,28.0,0.6222,1.0,-0.4552,0.015,-0.8852,0.0992,-0.4032,1.4806,-0.6941,0.67,5.0,-0.6423,0.5382,,0.9474,0.0175,0.9474,57.0,0.193,0.9545,0.0,11.0,2.0,7.0,0.0185,0.6298,12.4912,3.0,21.918512658,8.31804,15NOV16:14:59:10
